Status,IPAddress,Progress,Duration (in seconds),Finished,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,timer_First Click,timer_Last Click,timer_Page Submit,timer_Click Count,consent,gender,age,race,ethnicity,educ,marstat,employstat,income,pid7,ideo5,religion,ethnocentrism_1,ethnocentrism_2,ethnocentrism_3,ethnocentrism_4,ethnocentrism_5,monitor1,monitor2,monitor3,attention1,imm1,imm2,imm3,govtrust1,govtrust2,govtrust3,electiontrust1,electiontrust2,electiontrust3,votesconf1,votesconf2,attention2,vf_thoughts,vf_happens,vf_white_collar,vf_elect2020,attention3,vf_problem,vf_concern,vf_solutions,vf_solutions_9_TEXT,irr1,1_select1,2_select1,3_select1,4_select1,5_select1,6_select1,7_select1,8_select1,9_select1,10_select1,irr2,choice1_gender1,choice1_gender2,choice1_education1,choice1_education2,choice1_education3,choice1_country1,choice1_country2,choice1_country3,choice1_country4,choice1_country5,choice1_country6,choice1_englishprof1,choice1_englishprof2,choice1_conviction1,choice1_conviction2,choice1_citizen1,choice1_citizen2
IP Address,76.140.72.82,100,926,TRUE,R_7iOmH0xc41YYr0A,,,,,40.7742,-111.8721,anonymous,EN,0.899999976,11.911,11.911,13.178,1,"Yes, I consent",Female,55 - 64,White,No,"Bachelor's degree (e.g. BA, BS)","Married, or in a domestic partnership",Employed full time (30 or more hours per week),"$80,000 - $89,999",Not very strong Republican,Conservative,Other,80,76,77,77,12,Never,Very Poor,Never,CORRECT,Decreased a little,Increased a lot,Somewhat likely,A lot,For the benefit of all people,A few,Very accurately,A little,Rarely,Somewhat unconfident,Somewhat unconfident,CORRECT,"When I think of voter fraud, I think of Democrats. I strongly support that if you vote, you must show proof of who you are and if you are eligible to vote.  ","I believe that voter fraud happens because identification isn't required to vote, mail in ballots are being lost or thrown away, election officials abuse their duties, some voters give false information when they register, some vote more than once and it's not verified to see if that is indeed a registered voter than hasn't already voted. ",Yes,A lot,CORRECT,A lot,"Always, even when there is no evidence",Stricter voter identification requirements and verification,,Profile 2,Profile 1,Profile 1,Profile 1,Profile 2,Profile 1,Profile 1,Profile 1,Profile 2,Profile 2,Profile 2,Profile 2,Female,Female,Less than high school,College degree,Less than high school,Germany,Germany,Germany,Germany,Germany,Germany,Fluent English,Fluent English,Prior conviction (not voting related),Prior conviction (not voting related),Yes,Yes
IP Address,174.63.20.85,100,691,TRUE,R_3zBGjJxCbWJOkKR,,,,,39.6562,-104.7866,anonymous,EN,1,10.475,10.475,16.379,1,"Yes, I consent",Female,65 or older,White,No,"Bachelor's degree (e.g. BA, BS)",Divorced,Employed part time (29 or less hours per week),"Over $100,000",Strong Democrat,Very Liberal,Nothing in particular,100,100,100,100,100,Once in a while,Good,About half the time,CORRECT,Increased a lot,Decreased a lot,Extremely unlikely,Somewhat,For the benefit of all people,A few,Completely accurately,A great deal,Rarely,Very confident,Very confident,CORRECT,I think of people who have no integrity and who will cheat to win,I'm not sure but maybe someone steals ballots and fills them all in,Yes,Not at all,CORRECT,A little,Only when there is concrete evidence of widespread voter fraud,Incarcerate individuals guilty of committing voter fraud,,Profile 1,Profile 1,Profile 1,Profile 2,Profile 1,Profile 1,Profile 1,Profile 2,Profile 2,Profile 1,Profile 1,Profile 2,Female,Male,College degree,High school diploma,Less than high school,Syria,Syria,Syria,Syria,Syria,Syria,Broken English,Broken English,Prior conviction (not voting related),No prior conviction,No,No
IP Address,50.124.0.238,100,303,TRUE,R_3QyhcUZeAqzAagl,,,,,44.6661,-84.6936,anonymous,EN,1,4.721,4.721,5.435,1,"Yes, I consent",Female,25 - 34,White,No,High school degree or equivalent (e.g. GED),Single (never married),Unemployed,"Less than $19,999",Independent,Moderate,Atheist,100,100,100,100,100,About half the time,Poor,About half the time,Michigan,Kept the same as it is now,Increased a little,Extremely unlikely,A moderate amount,Run by a few big interests,About half,Moderately accurately,A moderate amount,Fairly often,Neither confident or unconfident,Neither confident or unconfident,CORRECT,Voter Fraud someone who tries to cast their vote more than once.,I think voter fraud happens during an election when people try to get more ballots from mail.,No,Not at all,Not at all,Not at all,It's not a significant concern,Secure voting systems,,Profile 2,Profile 2,Profile 1,Profile 2,Profile 2,Profile 2,Profile 1,Profile 2,Profile 2,Profile 2,Profile 2,Profile 1,Male,Male,College degree,College degree,Less than high school,Syria,Syria,Syria,Syria,Syria,Syria,Broken English,Broken English,Prior conviction (not voting related),No prior conviction,Yes,Yes
IP Address,74.215.193.47,100,880,TRUE,R_7rCAnQ58HNPij3Q,,,,,39.3202,-84.552,anonymous,EN,1,5.87,5.87,7.732,1,"Yes, I consent",Male,65 or older,White,No,"Master's degree (e.g. MA, MS, MEd)","Married, or in a domestic partnership",Retired,"$50,000 - $59,999",Independent,Conservative,Protestant,50,34,50,50,20,Never,Fair,Once in a while,CORRECT,Decreased a little,Kept the same as it is now,Neither likely nor unlikely,Not at all,Run by a few big interests,About half,Moderately accurately,A lot,Rarely,Somewhat unconfident,Unconfident,CORRECT,I think the election system as it is is easily taken advantage of but not so easily detected when that occurs.,People voting when presenting themselves as someone else or voting twice say be mail in and in person.,Yes,Somewhat,CORRECT,A lot,"Always, even when there is no evidence",Stricter voter identification requirements and verification,,Profile 2,Profile 1,Profile 1,Profile 2,Profile 1,Profile 2,Profile 2,Profile 2,Profile 1,Profile 2,Profile 1,Profile 1,Female,Female,Less than high school,Less than high school,Less than high school,China,China,China,China,China,China,Broken English,Broken English,Prior conviction (not voting related),No prior conviction,No,No
IP Address,50.5.225.193,100,902,TRUE,R_6q8LXWIWkFX6dLo,,,,,39.1417,-84.5172,anonymous,EN,1,14.592,14.592,15.936,1,"Yes, I consent",Male,25 - 34,White,No,"Bachelor's degree (e.g. BA, BS)","Married, or in a domestic partnership",Employed full time (30 or more hours per week),"$40,000 - $49,999",Lean Democrat,Liberal,Nothing in particular,66,50,50,67,50,Once in a while,Good,Once in a while,CORRECT,Kept the same as it is now,Increased a little,Neither likely nor unlikely,A moderate amount,For the benefit of all people,A few,Very accurately,A lot,Occasionally,Somewhat confident,Somewhat confident,CORRECT,I think it's not ethical to vote when you're ineligible.,"Voter fraud might happen at times, but not on a large scale.",No,Not at all,CORRECT,A little,Only when there is concrete evidence of widespread voter fraud,Fine individuals guilty of committing voter fraud,,Profile 2,Profile 1,Profile 1,Profile 1,Profile 2,Profile 1,Profile 2,Profile 2,Profile 2,Profile 2,Profile 2,Profile 2,Male,Female,Less than high school,High school diploma,College degree,Mexico,Mexico,Mexico,Mexico,Mexico,Mexico,Fluent English,Fluent English,No prior conviction,No prior conviction,No,No
IP Address,68.32.68.233,100,728,TRUE,R_6e6QhIgSHe1ygq5,,,,,42.4257,-83.1522,anonymous,EN,1,7.402,32.609,33.185,9,"Yes, I consent",Male,55 - 64,Black or African American,No,"Some college, no degree","Married, or in a domestic partnership",Employed full time (30 or more hours per week),"$30,000 - $39,999",Strong Democrat,Moderate,Other,50,90,80,75,70,Once in a while,Good,Once in a while,CORRECT,Kept the same as it is now,Kept the same as it is now,Somewhat unlikely,A moderate amount,Run by a few big interests,About half,Very accurately,A moderate amount,Fairly often,Very confident,Somewhat confident,CORRECT,I honestly don't think that voter fraud is a serious issue in the country (despite what Donald Trump says).,I honestly don't think that there's a great deal of voter fraud.  I think that the instances of such activity is very low.,Yes,Not at all,CORRECT,Not at all,Only when there is concrete evidence of widespread voter fraud,Educating voters about the voting process,,Profile 2,Profile 1,Profile 2,Profile 2,Profile 1,Profile 2,Profile 1,Profile 1,Profile 1,Profile 2,Profile 2,Profile 2,Male,Female,High school diploma,Less than high school,High school diploma,Mexico,Mexico,Mexico,Mexico,Mexico,Mexico,Fluent English,Fluent English,No prior conviction,No prior conviction,No,No
IP Address,97.187.234.185,100,498,TRUE,R_30NggwwZHAXbf3W,,,,,40.6367,-80.2401,anonymous,EN,1,1.401,1.401,2.119,1,"Yes, I consent",Female,35 - 44,White,No,"Associate degree (e.g. AA, AS)","Married, or in a domestic partnership",Self-employed,"Over $100,000",Strong Democrat,Liberal,Agnostic,70,85,98,100,97,Never,Very Poor,Never,CORRECT,Increased a little,Decreased a little,Somewhat unlikely,Not at all,Run by a few big interests,Most,Not at all accurately,Not at all,Rarely,Somewhat unconfident,Unconfident,CORRECT,I think about Republicans who are trying to vote twice to win the election and other Republicans letting it slide.,I think machines are rigged and throwing away democratic mail in votes.,Yes,Not at all,CORRECT,Somewhat,"Always, even when there is no evidence",Incarcerate individuals guilty of committing voter fraud,,Profile 2,Profile 2,Profile 2,Profile 2,Profile 2,Profile 1,Profile 1,Profile 2,Profile 2,Profile 1,Profile 2,Profile 2,Female,Male,High school diploma,High school diploma,College degree,Guatemala,Guatemala,Guatemala,Guatemala,Guatemala,Guatemala,Broken English,Broken English,Prior conviction (not voting related),Prior conviction (not voting related),Yes,Yes
IP Address,71.60.1.246,100,843,TRUE,R_6PSNw8vAdmpqZYg,,,,,40.5948,-79.5647,anonymous,EN,1,1.926,1.926,2.792,1,"Yes, I consent",Female,25 - 34,White,No,"Some college, no degree",Divorced,Unable to work,"Less than $19,999",Strong Democrat,Very Liberal,Atheist,90,93,91,92,93,Never,Poor,Never,CORRECT,Kept the same as it is now,Kept the same as it is now,Extremely unlikely,A little,Run by a few big interests,Most,Very accurately,A lot,Rarely,Very confident,Very confident,CORRECT,"I don't think there are many if any at all, people who are voting who should not be. It is harder than people think it is to vote. ",I don't think its an issue that is exactly happening at rates that need to be addressed. ,No,Not at all,CORRECT,Not at all,Only when there is concrete evidence of widespread voter fraud,Secure voting systems,,Profile 1,Profile 1,Profile 1,Profile 1,Profile 1,Profile 1,Profile 1,Profile 2,Profile 2,Profile 1,Profile 1,Profile 2,Male,Male,Less than high school,High school diploma,Less than high school,China,China,China,China,China,China,Fluent English,Fluent English,No prior conviction,No prior conviction,Yes,Yes
IP Address,38.178.65.237,100,820,TRUE,R_7l48ZBSZWb54PKk,,,,,31.2127,-82.3503,anonymous,EN,1,1.759,8.101,9.032,7,"Yes, I consent",Male,35 - 44,White,No,High school degree or equivalent (e.g. GED),Single (never married),Employed part time (29 or less hours per week),"$40,000 - $49,999",Independent,Moderate,Protestant,93,84,85,90,54,Once in a while,Fair,Once in a while,CORRECT,Decreased a lot,Increased a lot,Extremely likely,A little,Run by a few big interests,Most,A little accurately,A little,Occasionally,Somewhat unconfident,Somewhat unconfident,Somewhat unconfident,I think about how corrupt the government is when it comes to putting someone in charge over our country.,I do believe that voter fraud happens in elections to some extent ,Yes,A moderate amount,CORRECT,A moderate amount,"Always, even when there is no evidence",Providing public access to election data,,Profile 1,Profile 1,Profile 1,Profile 2,Profile 2,Profile 2,Profile 1,Profile 2,Profile 2,Profile 2,Profile 2,Profile 2,Female,Female,Less than high school,Less than high school,College degree,USA,USA,USA,USA,USA,USA,fluent English,fluent English,Prior conviction (not voting related),Prior conviction (not voting related),Yes,Yes
IP Address,73.100.27.86,100,694,TRUE,R_1K2YHlzB13eKnR4,,,,,42.6789,-72.0477,anonymous,EN,1,1.371,5.654,6.792,2,"Yes, I consent",Male,55 - 64,White,No,"Bachelor's degree (e.g. BA, BS)","Married, or in a domestic partnership",Retired,"Over $100,000",Lean Democrat,Liberal,Roman Catholic,50,83,92,73,94,Never,Fair,Never,CORRECT,Kept the same as it is now,Kept the same as it is now,Extremely unlikely,Not at all,Run by a few big interests,About half,Very accurately,A great deal,Rarely,Very confident,Very confident,CORRECT,"Fraudulent ballots being submitted, I.e. multiple ballots, people ineligible to vote, making people believe the system is rigged.",I don’t think it happens intentionally.,Yes,Not at all,CORRECT,Not at all,Only when there is concrete evidence of widespread voter fraud,Incarcerate individuals guilty of committing voter fraud,,Profile 1,Profile 2,Profile 1,Profile 2,Profile 2,Profile 2,Profile 2,Profile 1,Profile 1,Profile 2,Profile 2,Profile 2,Female,Male,College degree,Less than high school,Less than high school,China,China,China,China,China,China,Broken English,Broken English,No prior conviction,No prior conviction,No,No
IP Address,98.206.16.146,100,692,TRUE,R_1B4fidjrEiaq9ab,,,,,41.9295,-88.7504,anonymous,EN,1,0,0,1.213,0,"Yes, I consent",Male,25 - 34,White,No,"Associate degree (e.g. AA, AS)","Married, or in a domestic partnership",Employed full time (30 or more hours per week),"$90,000 - $99,999",Lean Republican,Moderate,Roman Catholic,79,81,83,81,69,Once in a while,Fair,About half the time,CORRECT,Decreased a little,Increased a lot,Neither likely nor unlikely,A little,Run by a few big interests,About half,Very accurately,A moderate amount,Rarely,Somewhat confident,Neither confident or unconfident,CORRECT," I think about illegal voting, fake ballots, and tampering.",When people vote more than once oruse fake identities.,Yes,A moderate amount,CORRECT,A moderate amount,"Always, even when there is no evidence",Stricter voter identification requirements and verification,,Profile 2,Profile 2,Profile 1,Profile 2,Profile 1,Profile 2,Profile 2,Profile 1,Profile 2,Profile 2,Profile 2,Profile 1,Male,Male,High school diploma,Less than high school,High school diploma,Germany,Germany,Germany,Germany,Germany,Germany,Fluent English,Fluent English,No prior conviction,Prior conviction (not voting related),Yes,Yes
IP Address,73.213.28.128,100,966,TRUE,R_73rm9OM4I84cCSD,,,,,39.3361,-76.5389,anonymous,EN,1,11.291,12.752,13.799,2,"Yes, I consent",Female,55 - 64,White,No,"Bachelor's degree (e.g. BA, BS)",Divorced,Employed full time (30 or more hours per week),"$70,000 - $79,999",Not very strong Democrat,Very Liberal,Agnostic,51,62,73,62,62,Never,Very Poor,Never,CORRECT,Kept the same as it is now,Decreased a lot,Extremely unlikely,Not at all,Run by a few big interests,Most,A little accurately,A lot,Occasionally,Somewhat confident,Somewhat unconfident,CORRECT,"It makes me angry because I feel that some politicians cry ""voter fraud"" far more often than it actually happens.","Someone could try to vote twice or more, and mail in votes for family members that have died.",No,A lot,CORRECT,A moderate amount,Only when there is concrete evidence of widespread voter fraud,Stricter voter identification requirements and verification,,Profile 1,Profile 2,Profile 1,Profile 2,Profile 2,Profile 1,Profile 2,Profile 1,Profile 2,Profile 2,Profile 2,Profile 2,Male,Female,Less than high school,High school diploma,College degree,Germany,Germany,Germany,Germany,Germany,Germany,Broken English,Broken English,No prior conviction,Prior conviction (not voting related),Yes,Yes
IP Address,70.123.224.208,100,777,TRUE,R_1CE1WwVQa6BZWP7,,,,,29.5522,-98.2697,anonymous,EN,0.899999976,0.521,8.737,9.386,3,"Yes, I consent",Female,35 - 44,White,No,"Master's degree (e.g. MA, MS, MEd)","Married, or in a domestic partnership",Employed full time (30 or more hours per week),"Over $100,000",Strong Republican,Conservative,Protestant,100,100,100,100,100,Never,Very Poor,Never,CORRECT,Kept the same as it is now,Increased a lot,Neither likely nor unlikely,A moderate amount,For the benefit of all people,A few,Completely accurately,A great deal,Rarely,Somewhat confident,Neither confident or unconfident,CORRECT,I think about people who aren’t eligible to vote somehow being allowed to vote.,I dont think it happens a lot now but I do believe with the mail in ballots in 2020 there was fraud.,Yes,Somewhat,CORRECT,A little,It's not a significant concern,Stricter voter identification requirements and verification,,Profile 2,Profile 2,Profile 1,Profile 1,Profile 2,Profile 1,Profile 1,Profile 1,Profile 1,Profile 1,Profile 1,Profile 1,Male,Female,College degree,Less than high school,College degree,Mexico,Mexico,Mexico,Mexico,Mexico,Mexico,Fluent English,Fluent English,Prior conviction (not voting related),Prior conviction (not voting related),Yes,Yes
