"Duration..in.seconds.","Finished","consent","state","gender","age","pid7","employment_status","employment_type","income","educ","ideo5","race","race_commitment","citizenship","american_commitment","other_commitment","expert_mistrust1","expert_mistrust2","attention_check1","authoritarianism1","authoritarianism2","authoritarianism3","authoritarianism4","ethnocentrism_1","ethnocentrism_2","ethnocentrism_3","ethnocentrism_4","ethnocentrism_5","ethnocentrism_6","stereotype_lazy_1","stereotype_lazy_2","stereotype_lazy_3","stereotype_lazy_4","stereotype_lazy_5","stereotype_lazy_6","stereotype_violent_1","stereotype_violent_2","stereotype_violent_3","stereotype_violent_4","stereotype_violent_5","stereotype_violent_6","stereotype_unintelli_1","stereotype_unintelli_2","stereotype_unintelli_3","stereotype_unintelli_4","stereotype_unintelli_5","stereotype_unintelli_6","egalitarianism1","egalitarianism2","egalitarianism3","attention_check2","monitor1","monitor2","monitor3","anti.elitism1","anti.elitism2","anti.elitism3","attention_check3","mcheck_open","mcheck_closed","persuasion_check","threat_check","diversity1","diversity2","diversity3","diversity4","diversity5","diversity6","MC_cultural1","MC_cultural2","MC_cultural3","MC_cultural4","MC_social1","MC_social2","MC_social3","MC_social4","MC_diversitycons1","MC_diversitycons2","MC_diversitycons3","MC_diversitycons4","MC_equity1","MC_equity2","MC_equity3","MC_equity4","open_ended","respondent_reaction","exp_condition"
730,1,1,5,0,2,1,2,1,3,4,2,4,4,1,3,NA,2,1,69,0,1,0,0,90,100,100,70,90,90,1,1,1,2,2,1,2,1,2,3,1,1,1,1,1,3,2,1,1,1,1,1,1,2,2,3,5,5,5,"This person is arguing that the push for diversity and equality is a failed experiment. That their is an inferior societies that can’t assimilated into ours. That we don't speak of this truth because of fear of being labeled racist  ",2,1,4,1,2,3,1,1,1,1,1,2,1,1,1,1,1,4,4,1,3,3,3,2,3,"It would be comfortable but it doesn't guarantee harmony ","Its ridiculous, it's a dangerous rhetoric to have out there ","TreatmentB-HardSell"
786,1,1,47,0,2,3,1,1,5,5,2,3,3,1,4,NA,1,2,72,0,1,0,1,40,70,90,80,70,50,7,6,5,2,7,5,5,1,3,6,3,4,4,7,5,5,4,3,2,3,1,1,2,3,2,2,4,5,1,"People are afraid of reconciling between themselves and the immigrants culture. The immigrants see this as racism while the residents see it as people eroding their culture. ",1,1,1,1,2,2,1,3,3,1,1,2,2,3,2,3,1,2,3,2,2,2,1,2,2,"I would feel at ease since i would know how to interact with them","","TreatmentA-SoftSell"
822,1,1,11,0,2,3,1,1,3,2,3,3,4,1,4,NA,4,4,52,0,0,0,0,10,10,100,0,40,10,6,6,7,3,6,6,4,4,4,1,4,4,4,6,6,2,6,3,1,1,2,1,2,4,2,5,5,5,5,"Adelie penguins were founded by a French explorer & he named them after his wife. They are unique because they’re the smallest species of penguin, only around 6-18 lbs. ",4,4,1,2,2,2,2,5,4,1,1,3,3,3,3,3,3,3,2,3,3,3,3,3,3,"I live in a community similar to that now & I like it that way. ","I didn’t know there were tiny penguins. ","Control"
906,1,1,44,0,2,4,3,NA,1,6,3,4,1,1,1,NA,1,1,72,0,0,0,0,50,50,50,50,50,50,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,2,1,1,1,1,3,5,5,5,"Immigration leads to diversity and diverse points of view which can lead us to reflect in our own lives things we can do to improve our way of living.",1,3,1,1,3,1,1,3,1,1,1,3,2,2,1,1,1,1,1,1,3,1,1,1,1,"I don't really think anything of it. I lived in an area like that, it was neither good nor bad. It doesn't bother me to live in a community such as described. I do not pass any sort of judgement without knowing the individuals I am surrounded by, I tend to keep from bias as best as I can.","I agree with it, that people from different backgrounds, cultures,lifestyles can help increase diversity in thought. It is important in solving problems in a more efficient manner and in a way that is fair. Different perspectives allow us to work through problems we may not have personally experienced or were aware of.","TreatmentC-ProDiversity"
1299,1,1,39,0,2,6,3,NA,1,6,4,3,4,1,5,NA,5,5,46,0,1,1,0,80,80,100,80,80,80,2,2,2,1,2,1,4,3,3,3,3,2,3,2,2,2,3,3,2,2,1,1,2,3,2,5,5,5,5,"Racial diversity has clearly brought more bad than good as people ten to interpret this wrongly and therefore it doesn't meet its agenda",3,2,2,3,1,4,2,1,2,2,1,1,2,1,2,1,1,2,2,2,2,3,4,3,3,"I would feel very comfortable because we can all relate","people should look at the positive side of racial diversity","TreatmentB-HardSell"
1550,1,1,48,0,2,4,1,1,2,4,3,3,4,1,4,NA,3,4,72,0,0,1,0,70,80,100,60,100,70,1,1,1,1,1,1,2,1,4,4,1,4,1,1,1,1,1,1,3,2,1,1,3,3,4,4,5,4,5,"I think the main point of the commentary is mostly about how immigration has brought more diversity to the country. It also details this being the reason for an increase of racial equality.",3,2,1,1,1,1,1,2,3,1,1,1,1,1,1,1,1,4,5,2,3,2,2,2,1,"I honestly wouldn't mind because we all probably would share the same ideas and things of that nature.","I do think that immigrants have brought America more diversity, however, I don't think that means we have reached racial equality. ","TreatmentC-ProDiversity"
659,1,1,45,1,1,2,1,0,3,3,1,4,4,1,1,NA,2,1,72,0,0,0,0,70,80,70,60,80,90,4,6,4,4,4,7,4,3,5,5,3,2,4,5,4,3,4,4,1,1,1,1,1,2,1,2,4,5,5,"That different cultures and ways of life causes issues for everyone. Races should be separated into different states so everyone can live how they want in peace.",2,1,2,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,4,3,3,1,1,1,1,"It wouldn’t be bad, just boring. I like talking to people who have different ways of life and learning about them. I’d miss that.","I felt kind of uncomfortable that there are probably people out there who think that. It’s a really bad opinion to have.","TreatmentB-HardSell"
808,1,1,33,0,3,1,1,1,3,5,1,3,5,1,3,NA,1,2,72,0,0,0,0,100,100,100,40,100,100,2,2,2,4,3,1,2,2,2,6,1,2,3,1,2,4,4,2,1,1,1,1,1,1,1,2,5,4,5,"the article didn’t really make sense. it touched on diversity and how racial inequality can’t be addressed if we don’t take into affect cultural differences and then the last sentence sort of invalidated the previous points the art ole was making ",1,1,4,1,1,2,1,3,1,1,1,1,1,1,1,1,1,1,3,1,1,2,1,2,1,"i would feel comfortable living in a community where most people shared racial backgrounds as long as i myself do not experience discrimination for not being of the racial background. i’m a black person so often times i live in an area where i am the only black person and while i don’t feel uncomfortable i worry that i make people feel uncomfortable ","i think this commentary will be quite different from poc participnats of this study. it’s such a multi-layered questions ","TreatmentA-SoftSell"
1355,1,1,10,0,4,7,2,1,2,6,5,3,3,1,4,NA,2,2,72,1,1,1,1,100,100,100,100,100,100,1,1,1,1,1,1,3,2,4,3,2,3,1,1,2,2,2,3,3,5,1,1,2,4,2,3,4,3,5,"A husband and wife on a journey he named the penguins his wife name Adele. The penguins is unique in height and weight. They have very distinct features such as black on head, back and throat. They are white on the belly and feathers. Also, they stand out by the ring around the eyes. ",4,3,1,2,1,1,1,3,2,2,1,2,2,2,2,1,2,5,1,1,3,2,2,2,4,"I have done that and it was alright. Sometimes it's not the culture it's the individuals and their upbringing or morals. ","I liked it and it was believable. Also, I believe that immigrants should have rights to protect them if they are vetted.","Control"
445,1,1,5,1,3,1,1,1,5,5,1,4,3,1,2,NA,2,2,72,0,0,0,0,60,80,70,40,70,70,2,2,3,2,3,1,2,1,5,5,2,1,2,1,3,2,4,3,1,1,1,1,1,4,2,5,5,5,5,"People should live in their own ethno-centric states.",2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,"I would feel included and seen, but I enjoy living in a diverse area more than one that is of a shared racial background.","I think it's nonsense, and that diversity creates better understanding and tackling of different problems.","TreatmentB-HardSell"
1801,1,1,5,1,4,1,1,1,3,5,2,4,3,1,3,NA,3,3,72,0,0,1,0,10,90,30,40,80,80,5,1,6,5,3,1,7,2,7,5,3,2,6,2,6,3,4,3,1,1,1,1,1,3,1,4,5,5,5,"A French discovered a new species of penguins and named them after his wofe Adele.
They are small about 28 inches and weigh six pounds and over. They have mostly black feathers with white ones up front. Their eyes have a white ring with black irises.",4,2,1,2,2,2,2,3,4,3,2,4,3,4,3,2,3,4,4,3,4,2,2,2,2,"","","Control"
1179,1,1,24,0,2,6,1,NA,5,5,4,2,4,1,4,NA,1,4,72,1,1,1,1,50,90,70,90,80,50,4,2,3,2,3,2,2,2,4,2,2,3,5,2,5,1,2,4,2,2,2,1,2,4,3,2,4,4,5,"The text argues that having many races together causes problems and makes some groups more dominant. It suggests the best solution is for people to live in separate places based on their race to keep their way of life.It also says that immigration causes diversity.",2,3,2,1,2,2,1,4,4,1,2,1,2,3,1,2,2,2,3,2,2,2,2,2,2,"It helps to know more about one's racial culture and fosters togetherness.","I found it to be a controversial perspective on racial diversity.","TreatmentB-HardSell"
770,1,1,45,1,2,7,1,1,2,2,5,4,5,1,5,NA,3,5,72,0,1,0,0,10,70,30,30,50,10,3,1,7,4,4,5,1,1,7,6,4,7,2,1,6,4,4,6,5,4,4,1,1,1,2,5,5,5,5,"Some person back in the 1800’s discovered a new species of bird. Decided to name it after his wife. It was a black penguin.",4,5,1,3,2,2,3,3,4,1,1,4,5,5,5,5,1,4,3,3,5,5,1,5,1,"It’s fine. As long as the crime rate is low.","It was nothing too extreme or unusual. Just another regular topic of discussion in this day and age.","Control"
1080,1,1,49,0,2,7,1,1,6,6,4,3,5,1,5,NA,2,4,72,1,1,1,0,60,60,90,80,90,30,3,3,2,2,2,5,3,3,2,2,1,5,3,2,2,2,2,4,1,2,1,1,3,4,2,4,4,2,5,"The commentary says that racial diversity has caused divisions in society, with some groups benefiting more than others. It argues that policies aimed at addressing these issues actually make them worse because they ignore biological differences between racial groups. The piece also points out that diversity will keep growing due to immigration, and calling these discussions racist just stops any real conversation. In the end, it suggests people should live in separate ethno-states to protect their cultures.",2,2,2,1,1,1,1,1,1,1,1,5,1,2,1,1,2,2,2,1,4,1,1,1,1,"I think diversity is really important because it brings different perspectives and ideas. Living in a place where everyone is similar might feel comfortable, but it can also limit personal growth and understanding.","I didn’t find the commentary very convincing. It seemed to overlook the positive aspects of diversity and how different cultures can contribute to society in meaningful ways.","TreatmentB-HardSell"
803,1,1,6,0,2,3,2,NA,1,3,1,3,5,1,2,NA,1,2,72,0,0,0,0,60,90,100,50,100,70,7,7,7,6,7,7,3,5,5,2,6,5,5,5,6,5,6,5,1,1,1,1,4,3,2,2,2,5,5,"we don't need to practice diversity because those groups weaken our culture and what makes our society prosperous. ",1,1,4,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,3,1,1,1,1,"I would feel comfortable. It would be like I was back home again.","I was angry, appalled and disgusted.","TreatmentA-SoftSell"
1307,1,1,33,1,1,4,5,NA,5,3,3,3,4,1,2,NA,2,4,72,1,1,0,0,70,60,100,50,80,60,5,3,3,5,3,1,2,3,5,2,1,4,4,4,4,4,4,4,2,1,2,2,2,4,2,5,5,5,4,"Diversity compromises one own's culture, identity, and way of life. Therefore we should live based off our ethnic cultures. ",2,2,1,1,2,1,1,2,4,1,1,1,1,2,1,1,1,1,1,1,5,1,1,3,1,"I already do so it isn't anything new to me.I just wished it was people who shared the same racial background as me sometimes.","I believe racial equality is wanted.   But will never happen as long as ethic groups continue to separate or think that they're better than others.","TreatmentB-HardSell"
1196,1,1,14,1,2,3,1,0,3,5,4,2,4,1,2,NA,4,4,60,1,1,1,0,80,80,60,40,70,60,2,2,3,3,2,2,2,2,5,4,3,2,3,2,3,2,2,3,2,2,2,1,4,2,2,4,2,4,4,"The key point of the commentary was about diversity.",3,3,3,2,2,2,2,4,4,1,1,4,2,2,2,1,2,2,2,2,2,2,2,2,2,"I would love to live in a community where people share a similar racial background as me.","It was quite interesting.","TreatmentC-ProDiversity"
1054,1,1,5,1,2,4,2,1,3,3,3,3,4,1,4,NA,4,4,72,1,0,0,0,50,50,60,40,60,30,4,4,4,4,4,3,4,4,4,4,4,5,4,4,4,4,4,4,2,3,2,1,2,2,1,4,3,4,5,"The key points of the commentary were about if groups are better off sticking to their own ethnic group or connecting with other cultures.",1,3,1,4,4,3,3,5,4,3,2,4,3,3,3,2,4,3,3,3,4,5,5,4,5,"It is totally dependent upon the type of people who share my racial background, I don't mind any man's color or belief, but his behavior.","Captivating","TreatmentA-SoftSell"
2431,1,1,45,1,2,4,3,NA,1,5,3,4,5,1,3,NA,3,5,72,0,1,0,0,100,100,100,100,100,100,1,1,1,1,1,1,4,4,4,4,4,4,1,1,1,1,1,1,3,1,1,1,1,1,2,3,4,5,5,"Adelie penguins are the smallest penguins in the Antarctic with an average height of 28 inches and a weight that is between 6 to 18 pounds. This species of penguin was discovered by French explorer Jules Dumont. Jules Dumont would name the penguins after his wife Adele.",4,4,1,1,2,2,1,3,1,1,1,3,1,1,1,1,1,1,1,3,2,1,1,1,1,"","","Control"
1585,1,1,33,1,2,7,1,1,3,6,5,3,5,1,5,NA,3,4,72,1,1,1,1,80,80,100,80,100,20,2,2,1,2,1,6,2,2,1,2,1,6,2,2,1,2,1,6,1,1,1,1,4,4,4,4,4,2,5,"The commentary argues that racial diversity creates conflict by fostering group competition, with policies addressing inequality allegedly worsening divisions by ignoring innate differences between racial groups. It claims diversity grows inevitably due to immigration, but warns that forced integration undermines cultural cohesion, suggesting people thrive best in segregated communities preserving their own traditions. The text frames objections to these views as censorship preventing ""honest"" discussions about racial and cultural compatibility.",1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,5,"","","TreatmentA-SoftSell"
1893,1,1,11,0,4,7,1,1,3,7,4,3,4,1,5,NA,1,5,72,1,1,1,1,40,90,100,100,100,20,5,2,2,2,3,6,3,6,6,3,3,6,3,2,3,2,3,5,5,1,1,1,1,1,2,1,5,4,5,"racial diversity has led to fair and equal society for everyone.
policies that are tailored towards a certain group improves them  by bringing together different skills. 
racial diversity will continue to increase due to immigration.
avoiding having such talks limits the interaction between foreign lifestyles with our own.  ",3,5,4,1,1,1,1,2,1,2,1,1,2,5,2,1,1,4,1,1,5,1,1,1,1,"safe","makes sense","TreatmentC-ProDiversity"
830,1,1,6,1,2,4,1,1,5,5,3,3,2,1,2,NA,2,4,72,1,0,1,0,80,80,80,80,80,70,3,2,3,2,3,2,3,3,3,3,3,3,2,1,2,2,2,2,2,3,2,1,3,4,3,4,5,2,5,"Racial diversity has led to group domination and worsened inequalities, as policies overlook natural differences in skills and interests among racial groups. Immigration will increase diversity, but suppressing open discussion about incompatible lifestyles and cultural weakening may drive groups to prefer living separately to preserve their own ways of life.",3,3,1,2,2,2,1,4,2,2,4,3,2,2,2,2,2,2,2,2,3,3,3,3,4,"nothing wrong with it but it promotes segregation","this commentary’s stereotyping ticks me off a little, segregation isn’t the fix, dealing with diversity is.","TreatmentA-SoftSell"
2395,1,1,31,0,3,1,1,1,3,6,2,3,4,1,4,NA,3,4,63,1,1,1,1,50,20,80,40,50,50,4,4,1,6,4,3,6,4,2,5,4,5,4,4,1,3,5,3,2,1,1,1,1,3,2,2,4,3,5,"acknowledge and understanding recognize the existence and impact of racial diversion and discrimination address systematic inequalities accountability and consequence for racial diversion and discrimination ",3,4,1,4,1,2,1,2,4,2,2,1,2,4,2,3,3,2,4,2,3,2,3,3,3,"it will have high standard and good value , peace and understanding ","good ","TreatmentB-HardSell"
934,1,1,33,0,3,4,3,NA,1,3,4,3,4,1,3,NA,3,5,45,1,1,1,1,90,90,90,90,90,90,1,1,1,1,1,1,1,1,5,6,1,3,1,1,1,1,1,1,1,1,1,1,2,4,1,5,3,5,1,"The diversity should be a top priority and people, and society would be better of if things were more equal.",3,4,1,1,1,2,2,3,1,1,1,1,1,1,2,1,2,1,1,3,3,1,1,1,1,"I really don't like that idea. I would rather live in a diverse community.","I just think society would be better off If we all try to come together and be equal.","TreatmentC-ProDiversity"
1709,1,1,11,0,3,4,2,0,1,5,4,4,3,1,5,NA,4,4,72,1,0,0,0,50,50,50,50,50,30,3,2,4,2,3,3,4,1,3,2,2,4,3,2,3,3,3,4,4,3,5,5,2,2,2,2,3,2,5,"Diversity has increased because immigration has increased. ",3,3,3,3,4,2,2,2,2,3,2,4,3,3,2,2,2,4,2,2,4,2,1,2,4,"I think it’s a little bit easier because you share a similar background for similar values. ","It’s an interesting point.","TreatmentC-ProDiversity"
679,1,1,42,1,2,4,5,NA,1,3,3,3,4,1,3,NA,3,5,72,1,0,0,1,30,50,100,70,50,0,1,1,1,1,1,4,4,2,2,2,2,5,3,2,1,1,2,2,3,3,3,1,1,3,1,5,5,4,5,"That diversity can enrich us with perspectives from different cultures.",3,2,1,1,3,3,2,4,3,1,1,3,1,3,2,2,2,3,3,3,3,2,3,2,2,"","","TreatmentC-ProDiversity"
1242,1,1,21,1,1,4,2,0,4,3,3,3,5,1,3,NA,3,4,72,1,0,0,0,50,40,90,40,40,50,6,5,2,3,7,3,4,4,2,5,4,5,5,5,1,4,6,3,3,3,2,1,2,3,4,5,5,5,5,"This article can be simply summarized as an argument of diversity and not diversity. The key points where the pros and cons of diversity due to immigration.",3,4,1,1,2,1,2,5,5,1,1,3,1,4,4,4,3,5,1,3,4,3,3,3,3,"This is what I strongly prefer","I whole heatedly agree with the part that mentioned  that every culture should stay to themselves.","TreatmentA-SoftSell"
1638,1,1,5,0,4,3,2,NA,2,5,3,3,1,1,3,NA,3,3,72,0,0,0,1,60,50,60,50,70,40,5,4,5,5,6,5,3,4,5,5,3,5,4,5,3,3,2,4,2,4,3,4,2,3,2,2,4,4,4,"Adelie penguinswer descoverd by Jules Dumont and named them after his wifeAdelie in 1840. The penguins eyes makes them stand out.",4,3,4,4,1,2,2,4,2,2,2,2,2,4,2,2,3,2,2,2,3,4,4,4,4,"","","Control"
1631,1,1,10,0,5,4,6,NA,1,3,3,3,5,1,5,NA,4,4,72,0,0,0,0,80,80,100,80,90,70,7,7,7,6,7,7,2,2,5,7,1,3,1,1,1,1,3,3,1,1,1,1,1,3,2,4,4,4,5,"That racial diversity is real, Also, more conversations needs to be had about it. Its more important than ever because of immigration.",2,2,3,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,2,1,1,1,1,"I feel that it will be a good thing.","I do not agree with the whole article. I think there is rrom for more conversation about the differences.","TreatmentA-SoftSell"
1470,1,1,11,0,6,1,1,1,3,6,3,3,5,1,1,NA,3,5,57,1,1,1,0,90,90,100,80,90,90,2,2,2,2,2,2,3,2,2,5,2,2,2,2,2,2,2,3,1,1,1,1,1,3,3,1,4,4,5,"An explorer named U'Urville discovered in the Antarctic Penquins that were one of the smallest in size.  These Penquins had pitch black irises with white circles around them.  He named these Penquins after his wife Adele",4,4,1,1,1,1,1,2,4,1,1,2,1,1,1,1,1,2,2,2,2,2,2,2,1,"I feel this limits your understanding and acceptance of other cultures or racial backgrounds","It really gave you something to ponder on","Control"
948,1,1,34,0,4,4,2,1,4,3,3,3,1,1,1,NA,3,1,65,1,1,1,0,50,50,50,50,50,50,4,4,4,4,4,4,4,4,4,4,6,4,4,4,4,4,4,4,1,1,1,1,2,5,2,5,2,3,5,"diversity is a failed experiments with winners and losers and immigrants culture replaces the dominate culture and everyone should live in their own state to  hold on to their way of life",2,1,1,3,3,1,3,3,1,3,3,3,3,3,3,1,3,3,3,3,1,3,3,3,3,"i am fine with living with anyone regardless of race as long as they are kind and have good qualities.  i don't need to live with people of my own race to be happy.","its sad and the person is missing out alot on the joys that come from experiencing different cultures but i understand how they fear.  they are driven by nationalism and fear change so they  have a negative view of it. its very sad","TreatmentB-HardSell"
662,1,1,16,1,2,4,3,NA,1,4,3,4,3,1,1,NA,2,3,72,0,0,0,0,50,70,60,50,70,70,4,5,3,3,4,6,4,3,5,4,4,2,4,4,4,4,4,4,2,1,2,1,2,2,2,4,4,5,5,"Some anti-diversity racism.",2,1,1,2,4,3,2,3,3,2,1,2,1,1,3,3,3,3,2,3,3,1,1,1,2,"","","TreatmentB-HardSell"
796,1,1,42,0,1,2,1,NA,5,3,2,7,5,1,2,NA,2,5,72,0,0,0,0,90,90,90,50,90,90,2,2,2,2,2,1,1,1,1,5,1,1,2,2,2,2,2,2,1,1,1,1,2,4,2,4,5,4,5,"Adelie penguins were discovered in 1840 by a guy with a French name. He named them after his wife, Adele. They are the smallest penguins and have unique eyes.",4,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,2,1,1,1,1,1,1,1,"I've preferred living in a community with many different races.","The question? The question is insane LMAO","Control"
1141,1,1,42,1,1,4,1,1,4,6,3,3,4,1,4,NA,2,4,72,0,1,1,1,50,50,50,50,50,50,4,4,4,4,4,3,4,3,5,4,5,3,5,3,4,2,3,5,2,3,2,1,3,3,3,2,3,2,5,"Discovered in 1840 by French explorer Jules Dumont d'Urville and named after his wife Adèle, Adélie penguins are the smallest Antarctic species, standing 70cm tall with black-and-white plumage and distinctive white-ringed eyes resembling cartoon character Pingu. These birds weigh 3-8kg and are known for their striking appearance and Antarctic habitat.",4,4,1,2,2,4,2,3,2,2,2,3,2,4,2,1,2,2,4,2,2,2,2,2,4,"I believe diversity enriches communities but shared cultural bonds can also foster strong connections. What matters most is creating an inclusive environment where everyone feels valued, regardless of background.","I was excited to learn something new","Control"
